"ensembl_gene_id","hgnc_symbol","entrezgene_id"
"ENSG00000237763","AMY1A",124905666
"ENSG00000237763","AMY1A",124905668
"ENSG00000237763","AMY1A",128966568
"ENSG00000237763","AMY1A",128966570
"ENSG00000237765","FAM200B",285550
"ENSG00000237781","ADAMTSL4-AS2",100289061
"ENSG00000237804","HNRNPA1P39",NA
"ENSG00000237807","LINC02984",100507516
"ENSG00000237819","CDK6-AS1",101927497
"ENSG00000237821","ST13P7",NA
"ENSG00000237840","FAM21FP",NA
"ENSG00000237842","SMU1P1",NA
"ENSG00000237846","",NA
"ENSG00000237854","LINC00674",NA
"ENSG00000237868","",NA
"ENSG00000237877","LINC01473",NA
"ENSG00000237879","LINC00398",440132
"ENSG00000237879","LINC00398",100874158
"ENSG00000237883","DGUOK-AS1",NA
"ENSG00000237886","NALT1",NA
"ENSG00000237916","RPL37P12",NA
"ENSG00000237921","",NA
"ENSG00000237931","CLIC4P3",NA
"ENSG00000237938","",NA
"ENSG00000237945","LINC00649",100506334
"ENSG00000237973","MTCO1P12",NA
"ENSG00000237984","PTENP1",NA
"ENSG00000237991","RPL35P1",NA
"ENSG00000238000","PSME2P1",NA
"ENSG00000238009","",NA
"ENSG00000238018","SPTBN1-AS2",NA
"ENSG00000238035","",NA
"ENSG00000238039","",NA
"ENSG00000238041","TMEM230P2",NA
"ENSG00000238045","MVP-DT",NA
"ENSG00000238058","CAMSAP1-DT",NA
"ENSG00000238072","CDC26P1",NA
"ENSG00000238078","LINC01352",101929730
"ENSG00000238082","NUDCP2",NA
"ENSG00000238083","LRRC37A2",9884
"ENSG00000238083","LRRC37A2",474170
"ENSG00000238084","",NA
"ENSG00000238103","RPL9P7",NA
"ENSG00000238105","GOLGA2P5",NA
"ENSG00000238110","",NA
"ENSG00000238113","LINC01410",103352539
"ENSG00000238120","LINC01589",100506737
"ENSG00000238123","MID1IP1-AS1",NA
"ENSG00000238132","GOLM2P1",NA
"ENSG00000238142","",105376805
"ENSG00000238165","",NA
"ENSG00000238166","",NA
"ENSG00000238184","CD81-AS1",101927682
"ENSG00000238197","PAXBP1-AS1",100506215
"ENSG00000238198","LRIG2-DT",100996251
"ENSG00000238207","",124907878
"ENSG00000238227","TMEM250",90120
"ENSG00000238228","OR7E7P",NA
"ENSG00000238243","OR2W3",343171
"ENSG00000238249","HMGN2P17",NA
"ENSG00000238251","NSA2P7",NA
"ENSG00000238260","",NA
"ENSG00000238271","IFNWP19",NA
"ENSG00000238273","",NA
"ENSG00000238278","ALG1L6P",NA
"ENSG00000238279","",NA
"ENSG00000238365","RNU7-57P",NA
"ENSG00000238390","",124900469
"ENSG00000238832","",NA
"ENSG00000239040","",NA
"ENSG00000239149","SNORA59A",677882
"ENSG00000239149","SNORA59A",677885
"ENSG00000239198","RPL5P22",NA
"ENSG00000239213","NCK1-DT",NA
"ENSG00000239218","RPS20P22",NA
"ENSG00000239246","",NA
"ENSG00000239264","TXNDC5",81567
"ENSG00000239268","LINC03051",127138867
"ENSG00000239269","RPSAP4",NA
"ENSG00000239282","CASTOR1",652968
"ENSG00000239300","",NA
"ENSG00000239305","RNF103",7844
"ENSG00000239306","RBM14",10432
"ENSG00000239332","LINC01119",100134259
"ENSG00000239344","",NA
"ENSG00000239374","",NA
"ENSG00000239377","ZNF775-AS1",NA
"ENSG00000239382","ALKBH6",84964
"ENSG00000239388","ASB14",142686
"ENSG00000239405","TMED10P2",NA
"ENSG00000239407","",NA
"ENSG00000239415","",NA
"ENSG00000239419","RN7SL535P",NA
"ENSG00000239435","KCNMB3P1",NA
"ENSG00000239470","RPL21P97",NA
"ENSG00000239474","KLHL41",10324
"ENSG00000239511","POM121L7P",NA
"ENSG00000239521","CASTOR3P",NA
"ENSG00000239523","MYLK-AS1",100506826
"ENSG00000239552","HOXB-AS2",NA
"ENSG00000239556","UPK3BL3P",NA
"ENSG00000239557","PPP2R5CP",NA
"ENSG00000239559","RPL37P2",NA
"ENSG00000239569","KMT2E-AS1",NA
"ENSG00000239636","TFAP2E-AS1",105378645
"ENSG00000239650","GUSBP4",NA
"ENSG00000239653","PSMD6-AS2",100507062
"ENSG00000239672","NME1",4830
"ENSG00000239677","PDZRN3-AS1",NA
"ENSG00000239697","TNFSF12",8742
"ENSG00000239704","CDRT4",284040
"ENSG00000239713","APOBEC3G",60489
"ENSG00000239719","",NA
"ENSG00000239763","RPL21P118",NA
"ENSG00000239779","WBP1",23559
"ENSG00000239789","MRPS17",51373
"ENSG00000239797","RPL21P39",NA
"ENSG00000239828","CCDC54-AS1",NA
"ENSG00000239830","RPS4XP22",NA
"ENSG00000239857","GET4",51608
"ENSG00000239880","RALBP1P1",NA
"ENSG00000239883","PARGP1",NA
"ENSG00000239887","C1orf226",400793
"ENSG00000239900","ADSL",158
"ENSG00000239906","",NA
"ENSG00000240024","SNHG33",NA
"ENSG00000240032","LNCSRLR",109729161
"ENSG00000240036","",NA
"ENSG00000240038","AMY2B",280
"ENSG00000240053","LY6G5B",58496
"ENSG00000240057","NEPRO-AS1",102723430
"ENSG00000240065","PSMB9",5698
"ENSG00000240087","RPSAP12",NA
"ENSG00000240132","ETF1P2",NA
"ENSG00000240137","ERICH6-AS1",101928085
"ENSG00000240184","PCDHGC3",5098
"ENSG00000240207","",NA
"ENSG00000240225","ZNF542P",NA
"ENSG00000240230","COX19",90639
"ENSG00000240231","RPS27P29",NA
"ENSG00000240288","GHRLOS",100126793
"ENSG00000240291","",NA
"ENSG00000240342","RPS2P5",NA
"ENSG00000240344","PPIL3",53938
"ENSG00000240350","SOCAR",NA
"ENSG00000240356","RPL23AP7",NA
"ENSG00000240370","RPL13P5",NA
"ENSG00000240371","RPS4XP13",NA
"ENSG00000240376","",NA
"ENSG00000240401","",NA
"ENSG00000240409","MTATP8P1",NA
"ENSG00000240429","LRRFIP1P1",NA
"ENSG00000240445","FOXO3B",2310
"ENSG00000240449","REPIN1-AS1",NA
"ENSG00000240463","RPS19P3",NA
"ENSG00000240489","SETP14",NA
"ENSG00000240498","CDKN2B-AS1",100048912
"ENSG00000240509","RPL34P18",NA
"ENSG00000240583","AQP1",358
"ENSG00000240616","RPS6P25",NA
"ENSG00000240622","RPL7P15",NA
"ENSG00000240666","MME-AS1",NA
"ENSG00000240674","RPL21P51",NA
"ENSG00000240682","ISY1",57461
"ENSG00000240687","",105373418
"ENSG00000240694","PNMA2",10687
"ENSG00000240731","",NA
"ENSG00000240759","RPS27P21",NA
"ENSG00000240764","PCDHGC5",56097
"ENSG00000240771","ARHGEF25",115557
"ENSG00000240776","RPS10P4",NA
"ENSG00000240785","RPL36AP21",NA
"ENSG00000240809","CAP1P1",NA
"ENSG00000240849","PEDS1",387521
"ENSG00000240854","PSMC2P1",NA
"ENSG00000240857","RDH14",57665
"ENSG00000240859","LINC03014",100507642
"ENSG00000240875","LINC00886",730091
"ENSG00000240889","NDUFB2-AS1",100134713
"ENSG00000240891","PLCXD2",257068
"ENSG00000240898","RPL21P125",NA
"ENSG00000240914","RPL15P2",NA
"ENSG00000240935","PLGLA",NA
"ENSG00000240950","RPL8P3",NA
"ENSG00000240970","RPL23AP64",NA
"ENSG00000240972","MIF",4282
"ENSG00000241014","GPR199P",NA
"ENSG00000241015","TPM3P9",NA
"ENSG00000241057","RASA4EP",NA
"ENSG00000241058","NSUN6",221078
"ENSG00000241061","RPL5P1",NA
"ENSG00000241081","RPL22P2",NA
"ENSG00000241095","CYP51A1P1",NA
"ENSG00000241127","YAE1",57002
"ENSG00000241170","RPL31P46",NA
"ENSG00000241258","CRCP",27297
"ENSG00000241269","",NA
"ENSG00000241278","ENPP7P4",NA
"ENSG00000241288","LINC02614",101927056
"ENSG00000241293","PPATP1",NA
"ENSG00000241316","SUCLG2-DT",101927111
"ENSG00000241343","RPL36A",6173
"ENSG00000241352","",NA
"ENSG00000241362","RPL36AP43",NA
"ENSG00000241370","RPP21",79897
"ENSG00000241370","RPP21",202658
"ENSG00000241399","CD302",9936
"ENSG00000241404","EGFL8",80864
"ENSG00000241411","",NA
"ENSG00000241429","EEF1A1P25",NA
"ENSG00000241431","RPL37P6",NA
"ENSG00000241458","RPL7P19",NA
"ENSG00000241468","ATP5MF",9551
"ENSG00000241472","PTPRG-AS1",100506994
"ENSG00000241478","HSPA8P9",NA
"ENSG00000241489","",NA
"ENSG00000241494","",NA
"ENSG00000241506","PSMC1P1",NA
"ENSG00000241549","GUSBP2",NA
"ENSG00000241553","ARPC4",10093
"ENSG00000241556","RPL29P26",NA
"ENSG00000241563","CORT",1325
"ENSG00000241612","RPL21P46",NA
"ENSG00000241627","UBQLN4P1",NA
"ENSG00000241644","INMT",11185
"ENSG00000241680","RPL31P49",NA
"ENSG00000241684","ADAMTS9-AS2",NA
"ENSG00000241685","ARPC1A",10552
"ENSG00000241697","TMEFF1",8577
"ENSG00000241741","RPL7AP30",NA
"ENSG00000241749","RPSAP52",NA
"ENSG00000241764","CBLL1-AS1",101927974
"ENSG00000241769","EOLA1-DT",100131434
"ENSG00000241837","ATP5PO",539
"ENSG00000241839","PLEKHO2",80301
"ENSG00000241852","C8orf58",541565
"ENSG00000241860","",NA
"ENSG00000241878","PISD",23761
"ENSG00000241886","",NA
"ENSG00000241889","CTDNEP1P1",NA
"ENSG00000241923","RPL14P3",NA
"ENSG00000241935","HOGA1",112817
"ENSG00000241945","PWP2",5822
"ENSG00000241962","",NA
"ENSG00000241973","PI4KA",5297
"ENSG00000241975","ELOCP19",NA
"ENSG00000241990","PRR34-AS1",NA
"ENSG00000242017","ALG1L15P",NA
"ENSG00000242028","HYPK",25764
"ENSG00000242060","RPS3AP49",NA
"ENSG00000242067","RPL9P28",NA
"ENSG00000242068","RNF13P1",NA
"ENSG00000242071","RPL7AP6",NA
"ENSG00000242083","RPL7AP31",NA
"ENSG00000242086","MUC20-OT1",NA
"ENSG00000242100","RPL9P32",NA
"ENSG00000242110","AMACR",23600
"ENSG00000242114","MTFP1",51537
"ENSG00000242125","SNHG3",8420
"ENSG00000242193","CRYZL2P",NA
"ENSG00000242198","",NA
"ENSG00000242220","TCP10L",140290
"ENSG00000242221","PSG2",5670
"ENSG00000242242","NECTIN3-AS1",NA
"ENSG00000242247","ARFGAP3",26286
"ENSG00000242259","C22orf39",128977
"ENSG00000242262","RPL15P7",NA
"ENSG00000242265","PEG10",23089
"ENSG00000242282","",NA
"ENSG00000242294","STAG3L5P",NA
"ENSG00000242299","RPS18P5",NA
"ENSG00000242308","MAT2AP1",NA
"ENSG00000242337","INHCAP",NA
"ENSG00000242338","BMS1P4",NA
"ENSG00000242372","EIF6",3692
"ENSG00000242375","",NA
"ENSG00000242419","PCDHGC4",56098
"ENSG00000242445","RPL7AP11",NA
"ENSG00000242457","RBBP4P2",NA
"ENSG00000242474","LINC03015",NA
"ENSG00000242477","",NA
"ENSG00000242485","MRPL20",55052
"ENSG00000242498","ARPIN",348110
"ENSG00000242516","LINC00960",401074
"ENSG00000242539","",NA
"ENSG00000242553","",NA
"ENSG00000242571","RPL21P11",NA
"ENSG00000242588","",NA
"ENSG00000242600","MBL1P",NA
"ENSG00000242607","RPS3AP34",NA
"ENSG00000242611","",NA
"ENSG00000242612","DECR2",26063
"ENSG00000242615","RPL17P47",NA
"ENSG00000242616","GNG10",2790
"ENSG00000242622","GSK3B-DT",NA
"ENSG00000242661","RPS3AP43",NA
"ENSG00000242689","CNTF",1270
"ENSG00000242692","RPS27AP1",NA
"ENSG00000242697","RPL5P12",NA
"ENSG00000242715","CCDC169",728591
"ENSG00000242732","RTL5",340526
"ENSG00000242759","LINC00882",NA
"ENSG00000242779","ZNF702P",NA
"ENSG00000242798","",NA
"ENSG00000242802","AP5Z1",9907
"ENSG00000242814","",NA
"ENSG00000242861","",NA
"ENSG00000242866","STRC",161497
"ENSG00000242902","FLNC-AS1",110806300
"ENSG00000242950","ERVW-1",30816
"ENSG00000242951","",NA
"ENSG00000242952","RPSAP3",NA
"ENSG00000242960","FTH1P23",NA
"ENSG00000242970","",NA
"ENSG00000242992","FTH1P4",NA
"ENSG00000243004","",NA
"ENSG00000243007","RPL12P35",NA
"ENSG00000243015","RN7SL737P",NA
"ENSG00000243024","",NA
"ENSG00000243055","GK-AS1",NA
"ENSG00000243056","EIF4EBP3",8637
"ENSG00000243071","RPL21P98",NA
"ENSG00000243083","LINC00870",201617
"ENSG00000243130","PSG11",5680
"ENSG00000243137","PSG4",5672
"ENSG00000243147","MRPL33",9553
"ENSG00000243155","",NA
"ENSG00000243156","MICAL3",57553
"ENSG00000243167","RPS10P28",NA
"ENSG00000243175","RPSAP36",NA
"ENSG00000243176","",NA
"ENSG00000243181","RPL21P80",NA
"ENSG00000243199","RPL6P10",NA
"ENSG00000243244","STON1",11037
"ENSG00000243279","PRAF2",11230
"ENSG00000243284","VSIG8",391123
"ENSG00000243289","AGAP13P",NA
"ENSG00000243302","",NA
"ENSG00000243304","",NA
"ENSG00000243312","RPL6P13",NA
"ENSG00000243317","STMP1",647087
"ENSG00000243323","PTPRVP",NA
"ENSG00000243335","KCTD7",154881
"ENSG00000243364","EFNA4",1945
"ENSG00000243368","MCCC1-AS1",NA
"ENSG00000243403","",NA
"ENSG00000243406","MRPS31P5",NA
"ENSG00000243422","RPL23AP49",NA
"ENSG00000243431","RPL5P30",NA
"ENSG00000243449","NICOL1",401115
"ENSG00000243477","NAA80",24142
"ENSG00000243480","AMY2A",279
"ENSG00000243485","MIR1302-2HG",NA
"ENSG00000243517","RPL13AP22",NA
"ENSG00000243538","RPS26P28",NA
"ENSG00000243547","HNRNPKP4",NA
"ENSG00000243554","CCZ1P1",NA
"ENSG00000243566","UPK3B",105375355
"ENSG00000243642","RN7SL526P",NA
"ENSG00000243646","IL10RB",3588
"ENSG00000243648","",NA
"ENSG00000243649","CFB",629
"ENSG00000243650","RN7SL834P",NA
"ENSG00000243660","ZNF487",642819
"ENSG00000243663","RPS4XP14",NA
"ENSG00000243667","DNAAF10",116143
"ENSG00000243674","OR7E66P",NA
"ENSG00000243678","NME2",4831
"ENSG00000243679","",NA
"ENSG00000243680","RPL37P23",NA
"ENSG00000243696","",NA
"ENSG00000243697","RPL7AP63",NA
"ENSG00000243701","DUBR",344595
"ENSG00000243708","PLA2G4B",100137049
"ENSG00000243711","RPL21P116",NA
"ENSG00000243716","NPIPB5",100132247
"ENSG00000243721","RPL23AP63",NA
"ENSG00000243725","TTC4",7268
"ENSG00000243742","RPLP0P2",NA
"ENSG00000243746","EEF1A1P10",NA
"ENSG00000243753","HLA-L",NA
"ENSG00000243759","ST13P15",NA
"ENSG00000243789","JMJD7",100137047
"ENSG00000243802","",NA
"ENSG00000243811","APOBEC3D",140564
"ENSG00000243819","RN7SL832P",NA
"ENSG00000243824","RPL12P6",NA
"ENSG00000243829","",NA
"ENSG00000243859","RPL5P17",NA
"ENSG00000243894","RPS3AP16",NA
"ENSG00000243896","OR2A7",401427
"ENSG00000243904","RPSAP5",NA
"ENSG00000243910","TUBA4B",80086
"ENSG00000243918","EIF4BP8",NA
"ENSG00000243926","TIPARP-AS1",NA
"ENSG00000243927","MRPS6",64968
"ENSG00000243943","ZNF512",84450
"ENSG00000243960","",NA
"ENSG00000243964","RPL23AP65",NA
"ENSG00000243970","PPIEL",NA
"ENSG00000243974","VTI1BP1",NA
"ENSG00000243978","RTL9",57529
"ENSG00000243989","ACY1",95
"ENSG00000244005","NFS1",9054
"ENSG00000244009","B3GAT3P1",NA
"ENSG00000244021","RPL21P53",NA
"ENSG00000244026","FAM86DP",692099
"ENSG00000244038","DDOST",1650
"ENSG00000244041","LINC01011",401232
"ENSG00000244045","TMEM199",147007
"ENSG00000244050","DEFB109F",NA
"ENSG00000244055","",NA
"ENSG00000244056","RN7SL417P",NA
"ENSG00000244073","RPS4XP6",NA
"ENSG00000244086","",NA
"ENSG00000244119","PDCL3P4",NA
"ENSG00000244124","ATP1B3-AS1",NA
"ENSG00000244153","WWP1P1",NA
"ENSG00000244161","FLNB-AS1",105377105
"ENSG00000244165","P2RY11",5032
"ENSG00000244171","PBX2P1",NA
"ENSG00000244187","TMEM141",85014
"ENSG00000244198","ARHGEF35-AS1",NA
"ENSG00000244218","RN7SL81P",NA
"ENSG00000244219","TMEM225B",100289187
"ENSG00000244242","IFITM10",402778
"ENSG00000244245","",NA
"ENSG00000244257","PKD1P1",NA
"ENSG00000244274","DBNDD2",55861
"ENSG00000244300","GATA2-AS1",NA
"ENSG00000244301","AOX3P",NA
"ENSG00000244306","DUXAP10",NA
"ENSG00000244313","",NA
"ENSG00000244363","RPL7P23",NA
"ENSG00000244371","PFN1P8",NA
"ENSG00000244381","SDHDP3",NA
"ENSG00000244398","RPL36AP37",NA
"ENSG00000244405","ETV5",2119
"ENSG00000244414","CFHR1",3078
"ENSG00000244425","RN7SL268P",NA
"ENSG00000244459","",NA
"ENSG00000244462","RBM12",10137
"ENSG00000244479","OR2A1-AS1",NA
"ENSG00000244480","",NA
"ENSG00000244486","SCARF2",91179
"ENSG00000244490","RWDD4P1",NA
"ENSG00000244509","APOBEC3C",27350
"ENSG00000244513","EOGT-DT",NA
"ENSG00000244527","RPL21P128",NA
"ENSG00000244538","RPS27P13",NA
"ENSG00000244558","KCNK15-AS1",NA
"ENSG00000244560","",NA
"ENSG00000244582","RPL21P120",NA
"ENSG00000244586","WNT5A-AS1",NA
"ENSG00000244604","",NA
"ENSG00000244607","CCDC13",152206
"ENSG00000244617","ASPRV1",151516
"ENSG00000244625","MIATNB",NA
"ENSG00000244627","TPTEP2",NA
"ENSG00000244675","",NA
"ENSG00000244682","FCGR2C",NA
"ENSG00000244687","UBE2V1",7335
"ENSG00000244694","PTCHD4",442213
"ENSG00000244701","",NA
"ENSG00000244716","RPL17P7",NA
"ENSG00000244722","RPSAP29",NA
"ENSG00000244723","ASLP1",NA
"ENSG00000244731","C4A",720
"ENSG00000244731","C4A",110384692
"ENSG00000244733","",NA
"ENSG00000244752","CRYBB2",1415
"ENSG00000244754","N4BP2L2",10443
"ENSG00000244879","GABPB1-AS1",NA
"ENSG00000244926","ALKBH3-AS1",100507300
"ENSG00000244932","IFT122P2",NA
"ENSG00000244945","RUFY1-AS1",101928445
"ENSG00000244968","LIFR-AS1",100506495
"ENSG00000245025","",NA
"ENSG00000245060","LINC00847",729678
"ENSG00000245105","A2M-AS1",144571
"ENSG00000245112","SMARCA5-AS1",NA
"ENSG00000245146","MALINC1",124900193
"ENSG00000245148","ARAP1-AS2",100506020
"ENSG00000245149","RNF139-DT",101927612
"ENSG00000245156","",NA
"ENSG00000245205","EEF1A1P4",NA
"ENSG00000245213","GALNT7-DT",101930370
"ENSG00000245275","SAP30L-AS1",386627
"ENSG00000245281","ASAH1-AS1",101929066
"ENSG00000245317","MRNIP-DT",100996419
"ENSG00000245322","H2AZ1-DT",NA
"ENSG00000245468","LINC02447",NA
"ENSG00000245498","MSANTD2-AS1",100507283
"ENSG00000245522","LINC02709",440028
"ENSG00000245532","NEAT1",283131
"ENSG00000245552","LNCRNA-IUR",100129203
"ENSG00000245552","LNCRNA-IUR",101929295
"ENSG00000245556","SCAMP1-AS1",728769
"ENSG00000245571","FAM111A-DT",101927204
"ENSG00000245573","BDNF-AS",497258
"ENSG00000245598","DACT3-AS1",100506068
"ENSG00000245614","DDX11-AS1",100506660
"ENSG00000245651","",283387
"ENSG00000245662","LINC02211",NA
"ENSG00000245667","",NA
"ENSG00000245680","ZNF585B",92285
"ENSG00000245694","CRNDE",101927480
"ENSG00000245711","NADK2-AS1",101056700
"ENSG00000245750","DRAIC",145837
"ENSG00000245812","LINC02202",101927740
"ENSG00000245849","RAD51-AS1",100505648
"ENSG00000245888","NSMCE1-DT",400512
"ENSG00000245904","BTG1-DT",NA
"ENSG00000245910","SNHG6",NA
"ENSG00000245937","SLC12A2-DT",644873
"ENSG00000245958","SEPTIN7P14",NA
"ENSG00000245970","RPL30-AS1",NA
"ENSG00000245975","MINDY2-DT",101928725
"ENSG00000246067","RAB30-DT",NA
"ENSG00000246082","NUDT16L2P",NA
"ENSG00000246089","MCPH1-DT",100287015
"ENSG00000246090","",100507053
"ENSG00000246100","LINC00900",NA
"ENSG00000246174","KCTD21-AS1",100289388
"ENSG00000246263","UBR5-DT",NA
"ENSG00000246273","SBF2-AS1",283104
"ENSG00000246308","",101928053
"ENSG00000246334","PRR7-AS1",NA
"ENSG00000246339","EXTL3-AS1",101929402
"ENSG00000246366","LACTB2-AS1",286190
"ENSG00000246375","PPM1K-DT",105369192
"ENSG00000246430","LINC00968",100507632
"ENSG00000246451","KLC1-AS1",NA
"ENSG00000246477","",NA
"ENSG00000246523","FZD4-DT",100506368
"ENSG00000246548","LINC02288",283575
"ENSG00000246560","UBE2D3-AS1",NA
"ENSG00000246575","",NA
"ENSG00000246582","TNFRSF10A-DT",389641
"ENSG00000246596","SIMC1P1",NA
"ENSG00000246627","CACNA1C-AS1",100652846
"ENSG00000246640","PICART1",284080
"ENSG00000246662","CIBAR1-DT",642924
"ENSG00000246695","RASSF8-AS1",NA
"ENSG00000246705","H2AJ",55766
"ENSG00000246731","",85001
"ENSG00000246763","RGMB-AS1",503569
"ENSG00000246777","DYNC1LI2-DT",106699570
"ENSG00000246792","",124906712
"ENSG00000246859","STARD4-AS1",100505678
"ENSG00000246889","CTTN-DT",NA
"ENSG00000246922","UBAP1L",390595
"ENSG00000246982","BRPF3-AS1",NA
"ENSG00000246985","SOCS2-AS1",144481
"ENSG00000247077","PGAM5",192111
"ENSG00000247081","BAALC-AS1",105369147
"ENSG00000247092","SNHG10",283596
"ENSG00000247095","MIR210HG",100506211
"ENSG00000247121","",NA
"ENSG00000247137","ANKRD42-DT",NA
"ENSG00000247157","LINC01252",338817
"ENSG00000247199","FBXO38-DT",102546294
"ENSG00000247199","FBXO38-DT",124901185
"ENSG00000247228","",400541
"ENSG00000247240","UBL7-DT",440288
"ENSG00000247271","ZBED5-AS1",729013
"ENSG00000247311","",NA
"ENSG00000247317","LY6E-DT",NA
"ENSG00000247324","",NA
"ENSG00000247373","TMED2-DT",NA
"ENSG00000247400","DNAJC3-DT",100289274
"ENSG00000247498","GPRC5D-AS1",100506314
"ENSG00000247516","MIR4458HG",100505738
"ENSG00000247556","OIP5-AS1",729082
"ENSG00000247570","SDCBPP2",NA
"ENSG00000247572","CKMT2-AS1",100131067
"ENSG00000247595","MISFA",100506540
"ENSG00000247596","TWF2",11344
"ENSG00000247624","CPEB2-DT",441009
"ENSG00000247626","MARS2",92935
"ENSG00000247627","MTND4P12",NA
"ENSG00000247679","",NA
"ENSG00000247708","STX18-AS1",100507266
"ENSG00000247728","ARHGAP11B-DT",NA
"ENSG00000247735","KCTD13-DT",NA
"ENSG00000247746","USP51",158880
"ENSG00000247796","MOCS2-DT",257396
"ENSG00000247809","NR2F2-AS1",NA
"ENSG00000247828","TMEM161B-DT",100505894
"ENSG00000247853","",NA
"ENSG00000247903","",NA
"ENSG00000247934","",NA
"ENSG00000247950","SEC24B-AS1",100533182
"ENSG00000247970","",NA
"ENSG00000247982","LINC00926",283663
"ENSG00000248008","NRAV",100506668
"ENSG00000248019","FAM13A-AS1",285512
"ENSG00000248049","UBA6-DT",NA
"ENSG00000248079","DPH6-DT",NA
"ENSG00000248092","NNT-AS1",NA
"ENSG00000248113","PTPN11P5",NA
"ENSG00000248121","SMURF2P1",NA
"ENSG00000248124","RRN3P1",NA
"ENSG00000248126","",NA
"ENSG00000248144","ADH1C",126
"ENSG00000248159","HSPA8P11",NA
"ENSG00000248161","",NA
"ENSG00000248180","GAPDHP60",NA
"ENSG00000248213","CICP16",NA
"ENSG00000248257","PSG10P",NA
"ENSG00000248275","TRIM52-AS1",100507602
"ENSG00000248275","TRIM52-AS1",101928649
"ENSG00000248278","SUMO2P17",NA
"ENSG00000248290","TNXA",NA
"ENSG00000248333","CDK11B",984
"ENSG00000248334","WHAMMP2",NA
"ENSG00000248429","GASK1B-AS1",285505
"ENSG00000248472","DDX11L9",NA
"ENSG00000248476","BACH1-IT1",NA
"ENSG00000248477","NAIPP3",NA
"ENSG00000248487","ABHD14A",25864
"ENSG00000248489","CHD1-DT",100289230
"ENSG00000248503","C4orf46P2",NA
"ENSG00000248508","SRP14-DT",100131089
"ENSG00000248527","MTATP6P1",NA
"ENSG00000248530","BCL2L12P1",NA
"ENSG00000248554","C5orf34-AS1",NA
"ENSG00000248557","METTL5P2",NA
"ENSG00000248569","",NA
"ENSG00000248578","NPM1P21",NA
"ENSG00000248587","GDNF-AS1",NA
"ENSG00000248592","STIMATE-MUSTN1",100526772
"ENSG00000248593","DSTNP2",NA
"ENSG00000248626","GAPDHP40",NA
"ENSG00000248641","HMGA1P2",NA
"ENSG00000248677","LINC02102",100505625
"ENSG00000248690","HAS2-AS1",124906789
"ENSG00000248697","TOX4P1",NA
"ENSG00000248712","CCDC153",283152
"ENSG00000248719","PRDM8-AS1",NA
"ENSG00000248734","",NA
"ENSG00000248769","",NA
"ENSG00000248780","ARL4AP2",NA
"ENSG00000248781","PSMC1P4",NA
"ENSG00000248785","HIGD1AP14",NA
"ENSG00000248787","",NA
"ENSG00000248795","",NA
"ENSG00000248801","C8orf34-AS1",NA
"ENSG00000248810","LINC02432",100507639
"ENSG00000248830","ZNF807P",NA
"ENSG00000248866","USP46-DT",NA
"ENSG00000248869","LINC02511",105377441
"ENSG00000248873","SERBP1P6",NA
"ENSG00000248890","HHIP-AS1",646576
"ENSG00000248893","FAM138E",100124412
"ENSG00000248905","FMN1",342184
"ENSG00000248923","MTND5P11",NA
"ENSG00000248925","PDCD6-DT",NA
"ENSG00000248927","",NA
"ENSG00000248932","COPB2-DT",100507291
"ENSG00000248966","BCLAF1P1",NA
"ENSG00000248971","KRT8P46",NA
"ENSG00000248996","PDLIM7-AS1",NA
"ENSG00000249014","HMGN2P4",NA
"ENSG00000249035","CLMAT3",101927096
"ENSG00000249042","FAM151B-DT",NA
"ENSG00000249054","FAM138D",677784
"ENSG00000249087","ZNF436-AS1",148898
"ENSG00000249115","HAUS5",23354
"ENSG00000249119","MTND6P4",NA
"ENSG00000249129","SUDS3P1",NA
"ENSG00000249142","TMEM183AP2",NA
"ENSG00000249193","HSPD1P5",NA
"ENSG00000249230","CDH12P2",NA
"ENSG00000249242","TMEM150C",441027
"ENSG00000249244","",NA
"ENSG00000249245","NCOA4P3",NA
"ENSG00000249249","TICAM2-AS1",NA
"ENSG00000249252","C1QTNF7-AS1",101929095
"ENSG00000249258","",NA
"ENSG00000249264","EEF1A1P9",NA
"ENSG00000249272","UNC93B8",NA
"ENSG00000249286","AMD1P3",NA
"ENSG00000249304","",NA
"ENSG00000249348","UGDH-AS1",100885776
"ENSG00000249353","NPM1P27",NA
"ENSG00000249437","NAIP",4671
"ENSG00000249456","",NA
"ENSG00000249459","ZNF286B",NA
"ENSG00000249464","LINC01091",285419
"ENSG00000249465","RBMXP4",NA
"ENSG00000249471","ZNF324B",388569
"ENSG00000249485","RBBP4P1",NA
"ENSG00000249502","MED28-DT",121232375
"ENSG00000249565","SERBP1P5",NA
"ENSG00000249572","TARS1-DT",NA
"ENSG00000249592","PCGF3-AS1",100129917
"ENSG00000249604","",NA
"ENSG00000249626","PPP4R2P4",NA
"ENSG00000249628","LINC00942",100292680
"ENSG00000249661","TNRC18P1",NA
"ENSG00000249669","CARMN",NA
"ENSG00000249673","NOP14-AS1",NA
"ENSG00000249693","SPMAP2L",100506564
"ENSG00000249700","SRD5A3-AS1",100506462
"ENSG00000249706","",NA
"ENSG00000249715","FER1L5",90342
"ENSG00000249740","OSMR-DT",101926904
"ENSG00000249741","",NA
"ENSG00000249776","",NA
"ENSG00000249835","VCAN-AS1",105379054
"ENSG00000249839","",NA
"ENSG00000249846","LINC02021",105374104
"ENSG00000249852","",NA
